product_name,product_image,payback_points,product_link,payback_condition,product_quantity,tag_label,price,product_information,store_address,store,category,offer_duration,date
K-FAVOURITES Antipasti-Variation,https://kaufland.media.schwarz/is/image/schwarz/01218633?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01218633.html,Keine Payback-Bedingung,je 210-g-Packg. (1 kg = 11.86),"
			-16%
					",2.49 ,"mariniert, mit Paprika oder Oliven","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Grillartikel zum Sparpreis,"
13.07. - 19.07.
",2023-07-15
K-PURLAND Bauchscheiben Western Style,https://kaufland.media.schwarz/is/image/schwarz/00017277B-1?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00014390.html,Keine Payback-Bedingung,700-g-Packg. (1 kg = 5.99),"
			KNÜLLER
					",4.19 ,"vom Schwein, mariniert, 6 Stück","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Grillartikel zum Sparpreis,"
13.07. - 19.07.
",2023-07-15
K-CLASSIC Focaccia,https://kaufland.media.schwarz/is/image/schwarz/01487304_P_648550?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01487304.html,Keine Payback-Bedingung,je 300 - 330-g-Packg. (1 kg = 5.43 - 5.97),"
			-10%
					",1.79 ,Knoblauch-Kräuter-Mozzarella oderPaprika-Olive,"Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Grillartikel zum Sparpreis,"
13.07. - 19.07.
",2023-07-15
K-CLASSIC Salatdressing,https://kaufland.media.schwarz/is/image/schwarz/01520038_P_857483?JGstbGVnYWN5LW9uc2l0ZS0zJA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01520038.html,Keine Payback-Bedingung,je 500-ml-Fl. (1 l = 2.78),"
			-30%
					",1.39 ,versch. Sorten,"Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Grillartikel zum Sparpreis,"
13.07. - 19.07.
",2023-07-15
K-CLASSIC Mini-Rostbratwürstchen,https://kaufland.media.schwarz/is/image/schwarz/01531481_P_802001?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01531481.html,Keine Payback-Bedingung,14 St. = 300-g-Packg. (1 kg = 7.40),"
			-20%
					",2.22 ,"gebrüht, für Grill und Pfanne","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Grillartikel zum Sparpreis,"
13.07. - 19.07.
",2023-07-15
KÜHNE Grillsauce,https://kaufland.media.schwarz/is/image/schwarz/01349084?JGstbGVnYWN5LW9uc2l0ZS0zJA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01349084.html,Keine Payback-Bedingung,je 250-ml-Fl. (1 l = 3.96),"
			KNÜLLER
					",0.99 ,versch. Sorten,"Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Grillartikel zum Sparpreis,"
13.07. - 19.07.
",2023-07-15
LASCHINGER Wolfsbarsch,https://kaufland.media.schwarz/is/image/schwarz/01365771?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01365771.html,Keine Payback-Bedingung,"1,035-kg-Packg. (1 kg = 8.69)","
			-18%
					",8.99 ,"mit separatem Gewürzsalz, ideal zum Grillen,3 - 5 Fische, einzeln entnehmbar","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Grillartikel zum Sparpreis,"
13.07. - 19.07.
",2023-07-15
POPP Fleischsalat,https://kaufland.media.schwarz/is/image/schwarz/01276966?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01276966.html,Keine Payback-Bedingung,je 200-g-Becher (1 kg = 5.95),"
			-37%
					",1.19 ,versch. Sorten,"Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Grillartikel zum Sparpreis,"
13.07. - 19.07.
",2023-07-15
RADEBERGER Pilsner oder Alkoholfrei,https://kaufland.media.schwarz/is/image/schwarz/01462987?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01462987.html,Keine Payback-Bedingung,"je Ka. 20 x 0,5-l-Fl. (1 l = 1.10)","
			KNÜLLER
					",10.99 ,(+ 3.10 Pfand),"Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Grillartikel zum Sparpreis,"
13.07. - 19.07.
",2023-07-15
"Ungar. Spitzpaprika, weiß",https://kaufland.media.schwarz/is/image/schwarz/00399949?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00399949.html,Keine Payback-Bedingung,500-g-Packg. (1 kg = 2.98),Kein Etikett,1.49 *,Kl. I,"Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Grillartikel zum Sparpreis,"

									13.07. - 19.07.
								
",2023-07-15
K-CLASSIC Käse-Knacker,https://kaufland.media.schwarz/is/image/schwarz/00013006?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00013006.html,Keine Payback-Bedingung,5 St. = 300-g-Packg. (1 kg = 8.30),"
			-16%
					",2.49 ,zum Braten oder Grillen,"Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Grillartikel zum Sparpreis,"
13.07. - 19.07.
",2023-07-15
CHOVI Allioli,https://kaufland.media.schwarz/is/image/schwarz/01386871?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01386871.html,Keine Payback-Bedingung,180-ml-Becher (1 l = 9.95),"
			-28%
					",1.79 ,Knoblauchcreme,"Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Grillartikel zum Sparpreis,"
13.07. - 19.07.
",2023-07-15
Pfefferbaguette,https://kaufland.media.schwarz/is/image/schwarz/01545245FR?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01545245.html,Keine Payback-Bedingung,300-g-Stück (1 kg = 4.30),Kein Etikett,1.29 *,Weizenbaguette mit herzhafterPfefferummantelung,"Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Grillartikel zum Sparpreis,"

									13.07. - 19.07.
								
",2023-07-15
BERGNER Chefmesser »Naturally«,https://kaufland.media.schwarz/is/image/schwarz/01530086_P_785635?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01530086.html,Keine Payback-Bedingung,je ,"
			-47%
					",9.99 ,"Aus Edelstahl
Griff mit TPR-Beschichtung
Gesamtlänge ca. 33 cm","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
BERGNER Gemüsemesser »Naturally«,https://kaufland.media.schwarz/is/image/schwarz/01530721_P_785639?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01530721.html,Keine Payback-Bedingung,je ,"
			-59%
					",3.99 ,"Aus Edelstahl
Griff mit TPR-Beschichtung
Gesamtlänge ca. 21 cm","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
BERGNER Frischhaltedose »Naturally«,https://kaufland.media.schwarz/is/image/schwarz/01530415_P_753930?JGstbGVnYWN5LW9uc2l0ZS0zJA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01530415.html,Keine Payback-Bedingung,je ,"
			-35%
					",8.99 ,"Aus Borosilikatglas
Deckel aus Akazienholz
Ohne Deckel mikrowellen- und backofengeeignet
Glas temperaturbeständig bis 400 °C
Fassungsvermögen ca. 1.050 ml","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
BERGNER Frischhaltedose »Naturally«,https://kaufland.media.schwarz/is/image/schwarz/01530422_P_753931?JGstbGVnYWN5LW9uc2l0ZS0zJA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01530422.html,Keine Payback-Bedingung,je ,"
			-20%
					",11.99 ,"Aus Borosilikatglas
Deckel aus Akazienholz
Ohne Deckel mikrowellen- und backofengeeignet
Glas temperaturbeständig bis 400 °C
Fassungsvermögen ca. 1.520 ml","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
BERGNER Frischhaltedose »Naturally«,https://kaufland.media.schwarz/is/image/schwarz/01530409_P_753928?JGstbGVnYWN5LW9uc2l0ZS0zJA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01530409.html,Keine Payback-Bedingung,je ,"
			1/2 PREIS
					",4.99 ,"Aus Borosilikatglas
Deckel aus Akazienholz
Ohne Deckel mikrowellen- und backofengeeignet
Glas temperaturbeständig bis 400 °C
Fassungsvermögen ca. 370 ml","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
BERGNER Frischhaltedose »Naturally«,https://kaufland.media.schwarz/is/image/schwarz/01530411_V_753929?JGstbGVnYWN5LW9uc2l0ZS0zJA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01530411.html,Keine Payback-Bedingung,je ,"
			-41%
					",6.99 ,"Aus Borosilikatglas
Deckel aus Akazienholz
Ohne Deckel mikrowellen- und backofengeeignet
Glas temperaturbeständig bis 400 °C
Fassungsvermögen ca. 640 ml","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
BERGNER Grillpfanne »Naturally«,https://kaufland.media.schwarz/is/image/schwarz/01530084_V_840575?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01530084.html,Keine Payback-Bedingung,je ,"
			-39%
					",14.99 ,"Aus Aluguss
Antihaftbeschichtung aus Marmor
Klappbarer Kunststoff-Griff in Holzoptik
Für alle Herdarten geeignet
Größe ca. 24 x 24 cm","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
BERGNER Küchenhelfer-Set »Naturally«,https://kaufland.media.schwarz/is/image/schwarz/01530720_P_753932?JGstbGVnYWN5LW9uc2l0ZS0zJA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01530720.html,Keine Payback-Bedingung,je 4-teilig ,Kein Etikett,9.99 ,"Aus Akazienholz
Einfach zu reinigen
Schlitz- und Pfannenwender
Größen ca. 33, 25 und 22 cm","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
BERGNER Bratpfanne »Naturally«,https://kaufland.media.schwarz/is/image/schwarz/01530082_P_785633-1?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01530081.html,Keine Payback-Bedingung,je ,"
			-35%
					",12.99 ,"Aus Aluguss
Antihaftbeschichtung aus Marmor
Kunststoff-Griff in Holzoptik
Für alle Herdarten geeignet
Größe ca. Ø 20 x 4,5 cm","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
BERGNER Bratpfanne »Naturally«,https://kaufland.media.schwarz/is/image/schwarz/01530082_P_785633?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01530082.html,Keine Payback-Bedingung,je ,"
			-39%
					",14.99 ,"Aus Aluguss
Antihaftbeschichtung aus Marmor
Kunststoff-Griff in Holzoptik
Für alle Herdarten geeignet
Größe ca. Ø 24 x 5 cm","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
BERGNER Bratpfanne »Naturally«,https://kaufland.media.schwarz/is/image/schwarz/01530082_P_785633-2?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01530083.html,Keine Payback-Bedingung,je ,"
			-33%
					",19.99 ,"Aus Aluguss
Antihaftbeschichtung aus Marmor
Kunststoff-Griff in Holzoptik
Für alle Herdarten geeignet
Größe ca. Ø 28 x 5,5 cm","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
BERGNER Salz- und Pfefferstreuer-Set »Naturally«,https://kaufland.media.schwarz/is/image/schwarz/01530407_P_785638?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01530407.html,Keine Payback-Bedingung,je 2-teilig ,Kein Etikett,12.99 ,"Behälter aus Kautschukholz
Deckel aus Akazienholz
Größe je ca. Ø 5 x 15 cm","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
BERGNER Santokumesser »Naturally«,https://kaufland.media.schwarz/is/image/schwarz/01530089_P_785636?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01530089.html,Keine Payback-Bedingung,je ,"
			-47%
					",9.99 ,"Aus Edelstahl
Griff mit TPR-Beschichtung
Gesamtlänge ca. 30 cm","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
BERGNER Universalmesser »Naturally«,https://kaufland.media.schwarz/is/image/schwarz/01530092_P_785637?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01530092.html,Keine Payback-Bedingung,je ,"
			-46%
					",7.99 ,"Aus Edelstahl
Griff mit TPR-Beschichtung
Gesamtlänge ca. 25 cm","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
Bowle-Set,https://kaufland.media.schwarz/is/image/schwarz/01478744_P_698388?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01478744.html,Keine Payback-Bedingung,je 8-teilig ,"
			-72%
					",11.11 ,"Bowle-Körper aus Borosilikat-Glas (ca. 4,5 l)
6 Kristallgläser (je ca. 350 ml)
Kunststoff-Schöpfer
Spülmaschinengeeignet","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
ELO Schnellkochtopf-Set,https://kaufland.media.schwarz/is/image/schwarz/01266635_P_305185?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01266635.html,Keine Payback-Bedingung,je 7-teilig ,"
			-72%
					",59.99 ,"Aus Edelstahl
Mit Dampfeinsatz und Einsatzträger
Schnellkochdeckel und Glasdeckel
Extra-Dichtungsring
Für alle Herdarten geeignet
Größen je ca. Ø 22 cm (ca. 3 und 6 l)","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
BOHEMIA CRISTAL Karaffe »Spout«,https://kaufland.media.schwarz/is/image/schwarz/00860790b?JGstbGVnYWN5LW9uc2l0ZS0yJA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00860790.html,Keine Payback-Bedingung,je ,"
			-44%
					",9.99 ,"Aus Borosilikatglas
Deckel aus Metall und Kunststoff
Ausgießer mit Verschlusstechnik
Spülmaschinengeeignet
Fassungsvermögen ca. 1,1 l
Größe ca. Ø 11 x 32 cm","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
LEIFHEIT Wandrollenhalter »Parat ComfortLine«,https://kaufland.media.schwarz/is/image/schwarz/01157769?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01157769.html,Keine Payback-Bedingung,je ,"
			-48%
					",12.99 ,"Aus Kunststoff
Spezialklingen für saubere Schnitte
Für Küchenrolle, Alu- und Frischhaltefolie
Größe ca. B 39 x H 27 x T 7 cm","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
MORITZ & MORITZ Kochtopf,https://kaufland.media.schwarz/is/image/schwarz/01536183_P_753426?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01536183.html,Keine Payback-Bedingung,je ,"
			-23%
					",9.99 ,"Aus Aluminium
Gleichmäßige und schnelle Wärmeverteilung
Glasdeckel mit Dampfauslass
Für alle Herdarten außer Induktion
Backofengeeignet (bis 150 °C)
Spülmaschinengeeignet
Größe ca. Ø 16 cm (ca. 1,5 l)","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
MORITZ & MORITZ Kochtopf,https://kaufland.media.schwarz/is/image/schwarz/01536187_P_753427?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01536187.html,Keine Payback-Bedingung,je ,"
			-18%
					",12.99 ,"Aus Aluminium
Gleichmäßige und schnelle Wärmeverteilung
Glasdeckel mit Dampfauslass
Für alle Herdarten außer Induktion
Backofengeeignet (bis 150 °C)
Spülmaschinengeeignet
Größe ca. Ø 20 cm (ca. 2,5 l)","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
MORITZ & MORITZ Kochtopf,https://kaufland.media.schwarz/is/image/schwarz/01536189_P_753428?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01536189.html,Keine Payback-Bedingung,je ,"
			-20%
					",15.99 ,"Aus Aluminium
Gleichmäßige und schnelle Wärmeverteilung
Glasdeckel mit Dampfauslass
Für alle Herdarten außer Induktion
Backofengeeignet (bis 150 °C)
Spülmaschinengeeignet
Größe ca. Ø 24 cm (ca. 5 l)","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
GENIUS Multifunktionshobel »Nicer Dicer Speed«,https://kaufland.media.schwarz/is/image/schwarz/01536197_P_759593?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01536197.html,Keine Payback-Bedingung,je 7-teilig ,"
			-57%
					",24.99 ,"Aus hochwertigem Edelstahl
Mit wechselbaren Einsätzen
Für Scheiben, Würfel, Julienne, Feingeriebenes
Inkl. Börner Kombischäler","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"

									13.07. - 19.07.
								
",2023-07-15
PETRA Mini-Multizerkleinerer »PT2182GRY«,https://kaufland.media.schwarz/is/image/schwarz/01530647_V_756034?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01530647.html,Keine Payback-Bedingung,je ,"
			-30%
					",15.99 ,"2 Geschwindigkeitsstufen
Edelstahlklingen (spülmaschinengeeignet)
Behälter ca. 350 ml
Mit Öffnung für Flüssigkeiten
150 W","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
PHILIPS Kaffeemaschine »HD5120/00« (Eco Conscious Edition),https://kaufland.media.schwarz/is/image/schwarz/01523196_P_699994?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01523196.html,Keine Payback-Bedingung,je ,"
			-28%
					",49.99 ,"Gehäuse aus recyceltem Kunststoff
Aus nachhaltigen, biobasierten Materialien
Wassertank ca. 1,2 l (15 kleine/10 große Tassen)
 Wasserstandsanzeige
Aroma-Twister für perfekten Geschmack
Tropf-Stopp-Funktion bei Kannenentnahme
Abschaltautomatik (nach 30 min)
1.000 W","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
PHILIPS Toaster »HD2640/10« (Eco Conscious Edition),https://kaufland.media.schwarz/is/image/schwarz/01523195_P_699993?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01523195.html,Keine Payback-Bedingung,je ,"
			-27%
					",39.99 ,"Gehäuse aus recyceltem Kunststoff
Aus nachhaltigen, biobasierten Materialien
Schutzabdeckung in Holzoptik
8 einstellbare Bräunungsstufen
Auftau- und Aufbackfunktion
Abschaltautomatik
Integrierter Brötchenaufsatz
Herausnehmbare Krümelschublade
830 W","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
PHILIPS Wasserkocher »HD9365/10« (Eco Conscious Edition),https://kaufland.media.schwarz/is/image/schwarz/01523194_P_699992?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01523194.html,Keine Payback-Bedingung,je ,"
			-27%
					",39.99 ,"Gehäuse aus recyceltem Kunststoff
Aus nachhaltigen, biobasierten Materialien
Fassungsvermögen ca. 1,7 l
Skala mit Tassenanzeige
Klappdeckel und große Öffnung
Herausnehmbarer Anti-Kalk-Filter
Verdecktes Heizelement aus Edelstahl
Kabellos, mit 360°-Sockel
Betriebsanzeige
Abschaltautomatik
2.200 W","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
SPICE&SOUL® Frischhaltedosen-Set,https://kaufland.media.schwarz/is/image/schwarz/01519760_interntet?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01519760.html,Keine Payback-Bedingung,je 8-teilig ,Kein Etikett,5.99 ,"Aus Kunststoff
Deckel mit Klickverschuss
Temperaturbeständig von -20 bis +80 °C
Spülmaschinengeeignet
Versch. Farben
5 Größen – platzsparend ineinander verstaubar
Fassungsvermögen ca. 135 - 3.870 ml
Größe max. B 29 x H 13 x T 14 cm
3 Jahre Garantie","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,Cleveres Küchenzubehör,"
13.07. - 19.07.
",2023-07-15
SCHLAFGUT Wellness-Matratzentopper,https://kaufland.media.schwarz/is/image/schwarz/01536182_V_759591?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01536198.html,Keine Payback-Bedingung,je ,Kein Etikett,44.99 ,"Bezug und Füllung aus Polyester
Mehrzonen-Kaltschaumplatte (PU) ca. 4,5 cm
Mit Noppen-/Wellenstruktur
Polsterung aus klimaregulierender Polyesterfaser
Hervoragende Luftzirkulation
Mit 4 Spanngummis
Größe ca. 140 x 200 cm","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,"Bettwäsche, Pyjamas und mehr","
13.07. - 19.07.
",2023-07-15
SCHLAFGUT Wellness-Matratzentopper,https://kaufland.media.schwarz/is/image/schwarz/01536182_V_759591-2?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01536202.html,Keine Payback-Bedingung,je ,Kein Etikett,64.99 ,"Bezug und Füllung aus Polyester
Mehrzonen-Kaltschaumplatte (PU) ca. 4,5 cm
Mit Noppen-/Wellenstruktur
Polsterung aus klimaregulierender Polyesterfaser
Hervoragende Luftzirkulation
Mit 4 Spanngummis
Größe ca. 180 x 200 cm","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,"Bettwäsche, Pyjamas und mehr","
13.07. - 19.07.
",2023-07-15
SCHLAFGUT Wellness-Matratzentopper,https://kaufland.media.schwarz/is/image/schwarz/01536182_V_759591-1?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01536182.html,Keine Payback-Bedingung,je ,Kein Etikett,34.99 ,"Bezug und Füllung aus Polyester
Mehrzonen-Kaltschaumplatte (PU) ca. 4,5 cm
Mit Noppen-/Wellenstruktur
Polsterung aus klimaregulierender Polyesterfaser
Hervoragende Luftzirkulation
Mit 4 Spanngummis
Größe ca. 90 x 200 cm","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,"Bettwäsche, Pyjamas und mehr","
13.07. - 19.07.
",2023-07-15
HIP&HOPPS® Kinder-Boxershorts,https://kaufland.media.schwarz/is/image/schwarz/01544424_internet?JGstbGVnYWN5LW9uc2l0ZS00JA==,Keine Payback-Punkte,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01544424.html,Keine Payback-Bedingung,je 3-St.-Packg. ,Kein Etikett,5.99 ,"Aus Bio-Baumwolle und Elastan (LYCRA®)
Größen 134/140 - 158/164","Kurfürsten-Anlage 61, 69115 Heidelberg",Kaufland,"Bettwäsche, Pyjamas und mehr","
13.07. - 19.07.
",2023-07-15
